Name;Kurzbeschreibung;Primäres Datenbankmodell;Punkte;Rang; Suchmaschinen;Website;Technische Dokumentation;Entwickler;Erscheinungsjahr;Aktuelle Version;Lizenz;Ausschließlich ein Cloud-Service;DBaaS Angebote;Implementierungssprache;Server Betriebssysteme;Datenschema;Typisierung;XML Unterstützung;Sekundärindizes;SQL Support of SQL;APIs und andere Zugriffskonzepte;Unterstützte Programmiersprachen;Server-seitige Scripts Stored Procedures;Triggers;Partitionierungsmechanismen Methoden zum Speichern von unterschiedlichen Daten auf unterschiedlichen Knoten;Replikationsmechanismen Methoden zum redundanten Speichern von Daten auf mehreren Knoten;MapReduce Bietet ein API für Map/Reduce Operationen;Konsistenzkonzept Methoden zur Sicherstellung der Konsistenz in einem verteilten System;Fremdschlüssel referenzielle Integrität;Transaktionskonzept Unterstützung zur Sicherstellung der Datenintegrität bei nicht-atomaren Datenmanipulationen;Concurrency;Durability Dauerhafte Speicherung der Daten;In-Memory Unterstützung; Graph DBMS;Berechtigungskonzept;; Document Stores; Key-Value Stores; Relational DBMS; Time Series DBMS; Multivalue DBMS;Sekundäre Datenbankmodelle; Object oriented DBMS; RDF Stores; Wide Column Stores; Navigational DBMS; Event Stores; Native XML DBMS; Content Stores
RavenDB;Open Source Operational and Transactional Enterprise NoSQL Document Database;Document Store;3,88;#73;null;ravendb.net;ravendb.net/docs;Hibernating Rhinos;2010;4.2, Mai 2019;Open Source AGPL Version 3, kommerzielle Lizenz verfügbar;nein;RavenDB Cloud: Deploy a multi-node managed cluster in minutes. 10% discount for all users throughout 2019.;C#;Linux macOS Raspberry Pi Windows;schemafrei;nein;null;ja;SQL-like query language (RQL);.NET Client API Java Client API Python Client API RESTful HTTP API;.Net C# Go Java JavaScript (Node.js) Python Ruby;ja;ja;Sharding;Multi-Master Replikation;ja MapReduce Funktionen können in Linq definiert werden;Eventual Consistency;nein;ACID, Cluster-wide transaction available;ja;ja;null;null;Zugriffsberechtinungen auf Dokumentenebene mittels Authorization Bundle;null; #13 ;null;null;null;null;null;null;null;null;null;null;null;null
Datacom/DB;RDBMS for mainframes;Relational DBMS;0,73;#175;null;www.ca.com/us/products/ca-datacom.html;null;CA;1972;null;kommerziell;nein;;null;z/OS;ja;ja;null;ja;ja;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #86 ;null;null;null;null;null;null;null;null;null;null
Infobright;High performant column-oriented DBMS for analytic workloads using MySQL or PostgreSQL as a frontend;Relational DBMS;1,05;#144;null;www.ignitetech.com/solutions/information-technology/infobrightdb;null;Ignite Technologies Inc., formerly InfoBright Inc.;2005;null;kommerziell The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016;nein;;C;Linux Windows;ja;ja;nein;nein Knowledge Grid Technology used instead;ja;ADO.NET JDBC ODBC;.Net C C# C++ D Eiffel Erlang Haskell Java Objective-C OCaml Perl PHP Python Ruby Scheme Tcl;nein;nein;keine;Master-Slave Replikation;nein;Immediate Consistency;nein;ACID;ja;ja;ja;null;Benutzer mit feingranularem Berechtigungskonzept entsprechend SQL-Standard exploiting MySQL or PostgreSQL frontend capabilities;null;null;null; #70 ;null;null;null;null;null;null;null;null;null;null
Kdb+;Hoch performantes Time Series DBMS;Time Series DBMS;5,29;#60;null;kx.com;code.kx.com;Kx Systems, a division of First Derivatives plc;2000 kdb wurde im Jahr 2000 veröffentlicht, kdb+ 2003;3.6, Mai 2018;kommerziell Kostenlose 32-bit Version;nein;;q;Linux OS X Solaris Windows;ja;ja;ja;ja table attribute 'grouped';SQL-like query language (q);HTTP API JDBC Jupyter Kafka ODBC WebSocket;C C# C++ Go J Java JavaScript Lua MatLab Perl PHP Python R Scala;benutzerdefinierte Funktionen;ja mittels Views;horizontale Partitionierung;Master-Slave Replikation;nein ein vergleichbares Paradigma wird intern verwendet;Immediate Consistency;ja;nein;ja;ja;ja;null;Rechteverwaltung mit Benutzeraccounts;null;null;null;null; #2 ;null;Relational DBMS;null;null;null;null;null;null;null
GemFire;Scalable in-memory data grid, powered by Apache Geode;Key-Value Store;null;null;null;pivotal.io/pivotal-gemfire;null;null;null;null;kommerziell;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Gemfire has been open sourced into the Apache Geode project in 2015;null;null;null;null;null;null;null;null;null;null;null;null;null
SciDB;Daten sind als mehrdimensionalen arrays verwaltet;Multivalue DBMS;0,63;#189;null;www.paradigm4.com;paradigm4.atlassian.net/wiki/spaces/scidb/overview;Paradigm4;2008;null;Open Source;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #6 ;null;null;null;null;null;null;null;null
Adabas steht fÃ¼r "Adaptable Data Base";OLTP - DBMS für Großrechner und Linux/Unix/Windows Umgebungen typischerweise zusammen mit der Natural Programmierumgebung verwendet;Multivalue DBMS;4,42;#69;null;www.softwareag.com/corporate/products/adabas_natural/adabas/default.html;null;Software AG;1971;null;kommerziell;nein;;null;BS2000 Linux Unix Windows z/OS z/VSE;ja;ja;nein;ja;ja mit Zusatzprodukt Adabas SQL Gateway;HTTP API mit Zusatzsoftware Adabas SOA Gateway SOAP-basiertes API mit Zusatzsoftware Adabas SOA Gateway;Natural;in Natural;nein;ja, mit Zusatzprodukten wie Adabas Cluster Services, Adabas Parallel Services, Adabas Vista;ja, mit Zusatzprodukt Event Replikator;nein;Immediate Consistency;nein;ACID;ja;ja;nein;null;nur mittels betriebssystem-spezifischen Werkzeugen (z.B. IBM RACF, CA Top Secret);null;null;null;null;null; #1 ;null;null;null;null;null;null;null;null
Giraph;null;Graph DBMS;1,01;#150;null;giraph.apache.org;null;null;2013;1.2.0, Oktober 2016;Open Source Apache Version 2;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #11 ;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
SnappyData;Distributed in-memory data store for real-time operational analytics based on Apache Spark;Relational DBMS;0,33;#232;null;www.snappydata.io;snappydatainc.github.io/snappydata;null;2015;null;Open Source Apache 2.0;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #108 ;null;null;null;null;null;null;null;null;null;null
Quasardb;Distributed, high-performance timeseries database;Time Series DBMS;0,09;#290;null;www.quasardb.net;doc.quasardb.net;quasardb;2009;3.1, Jänner 2019;kommerziell Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses;nein;;C++;BSD Linux OS X Windows;schemafrei;ja integer and binary;nein;ja mittels Tags;SQL-like query language;HTTP API;.Net C C# C++ Go Java JavaScript (Node.js) PHP Python R;nein;nein;Sharding consistent hashing;Master-Slave Replikation mit wählbarem Replikationsfaktor;with Hadoop integration;Immediate Consistency;nein;ACID;ja;ja mittels LevelDB;ja Transient mode;null;Cryptographically strong user authentication and audit trail;null;null;null;null; #22 ;null;null;null;null;null;null;null;null;null
Realm;A DBMS built for use on mobile devices that’s a fast, easy to use alternative to SQLite and Core Data;Document Store;7,97;#45;null;realm.io;realm.io/docs;Realm, acquired by MongoDB in May 2019;2014;null;Open Source;nein;;null;Android Backend: serverlos iOS Windows;ja;ja;nein;ja;nein;null;.Net Java with Android only Objective-C React Native Swift;nein runs within the applications so server-side scripts are unnecessary;ja Change Listeners;keine;keine;nein;Immediate Consistency;nein;ACID;null;ja;ja In-Memory realm;null;ja;null; #8 ;null;null;null;null;null;null;null;null;null;null;null;null
DeepSQL;MySQL storage engine für OLAP und OLTP Anwendungen. Nützt Machine-Learning Algorithmen für Performanz-Verbesserungen;Relational DBMS;null;null;null;www.deepis.org (offline);null;Deep Information Sciences, Inc.;2014;null;kommerziell;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;DeepSQL seems to have terminated operations and is removed from the DB-Engines ranking.;null;null;null;null;null;null;null;null;null;null;null;null;null
ZODB;Objektdatenbank für Python;Key-Value Store;0,87;#163;null;www.zodb.org;null;null;2009;5.5.0, Oktober 2018;Open Source;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #28 ;null;null;null;null;null;null;null;null;null;null;null
VoltDB;Verteilte In-Memory NewSQL RDBMS Verwendet für OLTP Applikationen mit einer hohen Frequenz an relativ einfachen Transaktionen, die alle Daten im Hauptspeicher halten können;Relational DBMS;1,78;#119;null;www.voltdb.com;docs.voltdb.com;VoltDB Inc.;2010;9.0, April 2019;Open Source AGPL für Community Edition, kommerzielle Lizenz für Enterprise, AWS und Pro Editionen;nein;;Java, C++;Linux OS X for development;ja;ja;null;ja;ja nur einen Teil von SQL 99;Java API JDBC RESTful HTTP/JSON API;C# C++ Erlang nicht offiziell unterstützt Go Java JavaScript Node.js PHP Python;Java;nein;Sharding;Master-Master Replikation Master-Slave Replikation;nein;null;nein FOREIGN KEY constraints werden nicht unterstützt;ACID Transaktionen werden single-threaded innerhalb von Stored Procedures ausgeführt;ja Datenzugriffe werden vom Server serialisiert;ja Snapshots und Command Logging;null;null;Benutzer und Rollen mit Berechtigungen auf Stored Procedures;null;null;null; #59 ;null;null;null;null;null;null;null;null;null;null
OmniSci Formerly named 'MapD', rebranded to 'OmniSci' in September 2018;A high performance, in-memory, column-oriented RDBMS, designed to run on GPUs;Relational DBMS;2,37;#105;null;www.omnisci.com;www.omnisci.com/docs/latest;MapD Technologies, Inc.;2016;V4;Open Source Apache Version 2, enterprise edition available;nein;;C++ and CUDA;Linux;ja;ja;nein;nein;ja;JDBC ODBC Thrift;All languages supporting JDBC/ODBC/Thrift Python;nein;nein;Sharding Round robin;Master-Master Replikation;nein;Immediate Consistency;nein;nein;ja;ja;ja;null;Benutzer mit feingranularem Berechtigungskonzept entsprechend SQL-Standard;null;null;null; #51 ;null;null;null;null;null;null;null;null;null;null
Amisa Server;null;Document Store Graph DBMS Relational DBMS;null;null;null;www.amisalabs.com (offline);null;AmisaLabs;null;null;kommerziell Limitierte Edition gratis;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Apparently, Amisa Server is discontinued and therefore removed from the DB-Engines ranking;null;null;null;null;null;null;null;null;null;null;null;null;null
BaseX;Leichtgewichtiges Native XML DBMS mit Unterstützung für XQuery 3.0 und mit interactiver GUI.;Native XML DBMS;1,47;#130;null;basex.org;docs.basex.org;BaseX GmbH;2007;9.2.3, Juli 2019;Open Source BSD Lizenz;nein;;Java;Linux OS X Windows;schemafrei;nein XQuery unterstützt Typen;null;ja;nein;Java API RESTful HTTP API RESTXQ WebDAV XML:DB XQJ;Actionscript C C# Haskell Java JavaScript Node.js Lisp Perl PHP Python Qt Rebol Ruby Scala Visual Basic;ja;ja mittels Events;keine;keine;nein;null;nein;Mehrere Lese-, ein Schreibprozess;ja;ja;null;null;Benutzer mit feingranularem, 4-stufigem Berechtigungskonzept;null;null;null;null;null;null;null;null;null;null;null;null; #4 ;null
TimeSeries.Guru;TimeSeries DBMS provided as a service (SaaS), based on kdb+;Time Series DBMS;null;null;null;null;null;null;null;null;kommerziell;ja;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;The TimeSeries.Guru cloud service is discontinued and the system removed from the DB-Engines ranking.;null;null;null;null;null;null;null;null;null;null;null;null;null
Valentina Server;Object-relational database and reports server;Relational DBMS;0,15;#269;null;www.valentina-db.net;valentina-db.com/docs/dokuwiki/v5/doku.php;Paradigma Software;1999;5.7.5;kommerziell;nein;;null;Linux OS X Windows;ja;ja;null;ja;ja;ODBC;.Net C C# C++ Objective-C PHP Ruby Visual Basic Visual Basic.NET;ja;ja;null;null;nein;null;ja;null;null;ja;ja;null;Benutzer mit feingranularem Berechtigungskonzept entsprechend SQL-Standard;null;null;null; #126 ;null;null;null;null;null;null;null;null;null;null
ModeShape;null;Content Store;0,31;#235;null;modeshape.jboss.org;null;null;2010;null;Open Source Apache Version 2;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #2 
Eloquera;null;Object oriented DBMS;0,02;#339;null;www.nuget.org/packages/EloqueraDB;null;null;2008;6.3.3, January 2014;kommerziell Lizenzen sind kostenlos;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #19 ;null;null;null;null;null;null
Citus;Scalable hybrid operational and analytics RDBMS for big data use cases based on PostgreSQL;Relational DBMS;0,96;#156;null;www.citusdata.com;docs.citusdata.com;null;2010;8.1, Dezember 2018;Open Source AGPL, commercial license also available;nein;;C;Linux;ja;ja;ja specific XML type available, but no XML query functionality;ja;ja standard, with numerous extensions;ADO.NET JDBC native C library ODBC streaming API for large objects;.Net C C++ Delphi Java JavaScript (Node.js) Perl PHP Python Tcl;benutzerdefinierte Funktionen realized in proprietary language PL/pgSQL or with common languages like Perl, Python, Tcl etc.;ja;Sharding;Master-Slave Replikation other methods possible by using 3rd party extensions;nein;Immediate Consistency;ja;ACID;ja;ja;nein;null;Benutzer mit feingranularem Berechtigungskonzept entsprechend SQL-Standard;null;null;null; #74 ;null;null;Document Store;null;null;null;null;null;null;null
Hazelcast;A widely adopted in-memory data grid;Key-Value Store;7,82;#46;null;hazelcast.com;hazelcast.org/documentation;Hazelcast;2008;3.12.2, August 2019;Open Source Apache Version 2, commercial licenses available;nein;;Java;Alle Betriebssysteme mit einer Java VM;schemafrei;ja;ja the object must implement a serialization strategy;ja;SQL-like query language;JCache JPA Memcached Protokoll RESTful HTTP API;.Net C# C++ Clojure Go Java JavaScript (Node.js) Python Scala;ja Event Listeners, Executor Services;ja Events;Sharding;ja Replicated Map;ja;Immediate Consistency or Eventual Consistency selectable by user Raft Consensus Algorithm;nein;one or two-phase-commit, repeatable reads, read commited;ja;ja;ja;null;Role-based access control;null;null; #5 ;null;null;null;Document Store JSON support with IMDG 3.12;null;null;null;null;null;null;null
Badger;An embeddable, persistent, simple and fast Key-Value Store, written purely in Go.;Key-Value Store;0,07;#305;null;github.com/dgraph-io/badger;godoc.org/github.com/dgraph-io/badger;DGraph Labs;2017;null;Open Source Apache 2.0;nein;;Go;BSD Linux OS X Solaris Windows;schemafrei;nein;nein;nein;nein;null;Go;nein;nein;keine;keine;nein;keine;nein;nein;ja;ja;nein;null;nein;null;null; #52 ;null;null;null;null;null;null;null;null;null;null;null
GBase;An analytical database for business intelligence with large customers in China.;Relational DBMS;0,86;#164;null;www.gbase.cn;null;null;null;GBase 8a;kommerziell;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #79 ;null;null;null;null;null;null;null;null;null;null
EnterpriseDB;The EDB Postgres Platform is an enterprise-class data management platform based on the open source database PostgreSQL with flexible deployment options, complemented by tool kits for management, integration, and migration.;Relational DBMS;2,57;#99;null;www.enterprisedb.com;www.enterprisedb.com/resources/product-documentation;EnterpriseDB;2005;V10, November 2017;kommerziell BSD for PostgreSQL-components;nein;EDB Postgres Cloud Database Service: Fully managed and Oracle compatible Postgres cloud database service on AWS with high availability, automated failover, streaming logs, enterprise security and easy scale out.;C;Linux Windows;ja;ja;ja specific XML-type available, but no XML query functionality.;ja;ja Standard mit zahlreichen Erweiterungen;ADO.NET JDBC native C library ODBC streaming API for large objects;.Net C C++ Delphi Java Perl PHP Python Tcl;benutzerdefinierte Funktionen realisiert z.B. mit spezifischer Sprache PL/pgSQL, aber auch andere Sprachen möglich (Perl, Python, Tcl, etc.);ja;horizontale Partitionierung by hash, list or range;Master-Master Replikation;nein;Immediate Consistency;ja;ACID;yes, multi-version concurrency control (MVCC);ja;nein;null;Benutzer mit feingranularem Berechtigungskonzept entsprechend SQL-Standard;null;null;null; #48 ;null;null;Document Store;null;null;null;null;null;null;null
Mimer SQL;null;Relational DBMS;0,31;#236;null;www.mimer.com;null;null;1977;10.1.5A, Februar 2019;kommerziell;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #110 ;null;null;null;null;null;null;null;null;null;null
InfiniteGraph;null;Graph DBMS;0,38;#224;null;www.objectivity.com/products/infinitegraph;null;null;2010;null;kommerziell;nein;;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null; #18 ;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
TigerGraph;A complete, distributed, parallel graph computing platform supporting web-scale data analytics in real-time;Graph DBMS;1,01;#148;null;www.tigergraph.com;www.tigergraph.com/documentation;null;2017;null;kommerziell;nein;;C++;Linux;ja;ja;nein;null;SQL-like query language (GSQL);GSQL (TigerGraph Query Language) Kafka RESTful HTTP/JSON API;C++ Java;ja;nein;null;null;ja;null;ja Relationships in graphs;ACID;ja;ja;nein; #10 ;Role-based access control;null;null;null;null;null;null;null;null;null;null;null;null;null;null
DolphinDB;Time Series DBMS for big data, integrated with a lightweight distributed computing framework and a vector programming language;Time Series DBMS;0,16;#266;null;www.dolphindb.com;www.dolphindb.com/help;DolphinDB, Inc;2018;null;kommerziell free community version available;nein;;C++;Linux Windows;null;ja;nein;nein;SQL-like query language;JDBC ODBC;C# C++ Java JavaScript Python R;ja;nein;horizontale Partitionierung;ja;ja;Immediate Consistency;nein;ja;ja;ja;ja;null;Administrators, Users, Groups;null;null;null;null; #18 ;null;null;null;null;null;null;null;null;null
